a	affy_hugene_1_0_st_v1	ensembl_gene_id	gene_biotype	external_gene_name
28964	8049544	ENSG00000124831	protein_coding	LRRFIP1
28972	8049552	ENSG00000177483	protein_coding	RBM44
29314	8049567	ENSG00000132329	protein_coding	RAMP1
27076	8049574	ENSG00000258984	protein_coding	UBE2F-SCLY
27079	8049574	ENSG00000184182	protein_coding	UBE2F
27053	8049582	ENSG00000132330	protein_coding	SCLY
27077	8049582	ENSG00000258984	protein_coding	UBE2F-SCLY
27384	8049598	ENSG00000144488	protein_coding	ESPNL
27405	8049610	ENSG00000168427	protein_coding	KLHL30
27432	8049620	ENSG00000178752	protein_coding	ERFE
27689	8049635	ENSG00000204104	protein_coding	TRAF3IP1
25575	8049655	ENSG00000202099	snRNA	RNU6-234P
27710	8049657	ENSG00000065802	protein_coding	ASB1
27879	8049667	ENSG00000196758	lncRNA	AC079612.1
28034	8049670	ENSG00000063660	protein_coding	GPC1
26187	8049682	ENSG00000207611	miRNA	MIR149
28103	8049684	ENSG00000188542	protein_coding	DUSP28
28135	8049684	ENSG00000287049	lncRNA	AC124862.1
28100	8049689	ENSG00000142327	protein_coding	RNPEPL1
28390	8049702	ENSG00000142330	protein_coding	CAPN10
28409	8049722	ENSG00000178623	protein_coding	GPR35
29355	8049729	ENSG00000184945	protein_coding	AQP12A
29357	8049729	ENSG00000219159	lncRNA	AC011298.1
29364	8049729	ENSG00000185176	protein_coding	AQP12B
27530	8049737	ENSG00000172482	protein_coding	AGXT
27692	8049752	ENSG00000162804	protein_coding	SNED1
28133	8049784	ENSG00000115685	protein_coding	PPP1R7
28334	8049799	ENSG00000146205	protein_coding	ANO7
28335	8049825	ENSG00000146205	protein_coding	ANO7
28647	8049827	ENSG00000168385	protein_coding	SEPTIN2
27422	8049847	ENSG00000006607	protein_coding	FARP2
27711	8049876	ENSG00000176720	protein_coding	BOK
27742	8049888	ENSG00000168397	protein_coding	ATG4B
28247	8049906	ENSG00000168395	protein_coding	ING5
28262	8049919	ENSG00000180902	protein_coding	D2HGDH
28285	8049934	ENSG00000154252	protein_coding	GAL3ST2
28825	8049934	ENSG00000276126	protein_coding	GAL3ST2
28278	8049942	ENSG00000204099	protein_coding	NEU4
28826	8049942	ENSG00000277926	protein_coding	NEU4
28357	8049952	ENSG00000188011	protein_coding	RTP5
28904	8049952	ENSG00000277949	protein_coding	RTP5
28358	8049957	ENSG00000280119	TEC	AC093642.2
28789	8049957	ENSG00000281099	lncRNA	AC244167.1
31008	8049957	ENSG00000280591	lncRNA	AC237191.1
28371	8049961	ENSG00000220804	transcribed_unprocessed_pseudogene	LINC01881
28790	8049961	ENSG00000281519	unprocessed_pseudogene	AC093642.5
30655	8049961	ENSG00000147364	protein_coding	FBXO25
31009	8049961	ENSG00000281782	unprocessed_pseudogene	AC093642.6
27882	8049965	ENSG00000184731	protein_coding	FAM110C
28194	8049969	ENSG00000035115	protein_coding	SH3YL1
28468	8049990	ENSG00000189292	protein_coding	ALKAL2
28471	8049990	ENSG00000235779	lncRNA	AC079779.3
28891	8049998	ENSG00000151353	protein_coding	TMEM18
27186	8050007	ENSG00000130508	protein_coding	PXDN
28160	8050031	ENSG00000186487	protein_coding	MYT1L
28710	8050060	ENSG00000032389	protein_coding	EIPR1
30996	8050071	ENSG00000280830	protein_coding	ADI1
31344	8050071	ENSG00000182551	protein_coding	ADI1
31440	8050079	ENSG00000171865	protein_coding	RNASEH1
31443	8050079	ENSG00000286905	protein_coding	AC108488.2
29336	8050089	ENSG00000188765	unprocessed_pseudogene	TMSB4XP2
26217	8050093	ENSG00000252238	snoRNA	AC092169.1
27105	8050095	ENSG00000205837	lncRNA	LINC00487
27141	8050102	ENSG00000134326	protein_coding	CMPK2
25905	8050111	ENSG00000223145	misc_RNA	RN7SKP112
27318	8050115	ENSG00000236790	lncRNA	LINC00299
27776	8050128	ENSG00000134313	protein_coding	KIDINS220
28041	8050160	ENSG00000143797	protein_coding	MBOAT2
26943	8050176	ENSG00000119185	protein_coding	ITGB1BP1
27427	8050190	ENSG00000151694	protein_coding	ADAM17
27537	8050215	ENSG00000134308	protein_coding	YWHAQ
26165	8050225	ENSG00000200034	snRNA	RNU4-73P
27928	8050227	ENSG00000188525	lncRNA	AC010969.1
28084	8050232	ENSG00000205795	protein_coding	CYS1
26297	8050236	ENSG00000206647	snoRNA	AC007240.1
26191	8050238	ENSG00000206898	snoRNA	AC007240.2
25804	8050240	ENSG00000206633	snoRNA	SNORA80B
28297	8050240	ENSG00000115758	protein_coding	ODC1
25803	8050253	ENSG00000206633	snoRNA	SNORA80B
28443	8050255	ENSG00000115761	protein_coding	NOL10
28491	8050278	ENSG00000143870	protein_coding	PDIA6
28894	8050293	ENSG00000145063	lncRNA	AC062028.1
29392	8050302	ENSG00000134318	protein_coding	ROCK2
26041	8050336	ENSG00000278573	pseudogene	AC007325.3
26440	8050336	ENSG00000278066	pseudogene	AC023491.1
27110	8050336	ENSG00000234764	processed_pseudogene	E2F6P1
29433	8050336	ENSG00000169016	protein_coding	E2F6
30512	8050336	ENSG00000224688	processed_pseudogene	E2F6P2
30677	8050336	ENSG00000226885	processed_pseudogene	E2F6P3
25675	8050350	ENSG00000285626	rRNA_pseudogene	AC011994.1
25824	8050350	ENSG00000202248	rRNA	RNA5SP85
29881	8050352	ENSG00000169006	protein_coding	NTSR2
29905	8050352	ENSG00000276411	lncRNA	AC106875.2
26189	8050363	ENSG00000207183	snRNA	RNU6-843P
26402	8050365	ENSG00000251859	snRNA	RNU6-1288P
30368	8050367	ENSG00000151779	protein_coding	NBAS
31231	8050423	ENSG00000233718	lncRNA	MYCNOS
26381	8050425	ENSG00000243541	misc_RNA	RN7SL104P
31532	8050427	ENSG00000197872	protein_coding	CYRIA
26329	8050441	ENSG00000222842	misc_RNA	RN7SKP168
29043	8050443	ENSG00000163029	protein_coding	SMC6
26424	8050472	ENSG00000212455	snoRNA	AC079802.1
27025	8050474	ENSG00000240857	protein_coding	RDH14
27021	8050480	ENSG00000185013	protein_coding	NT5C1B
27027	8050480	ENSG00000250741	protein_coding	NT5C1B-RDH14
25941	8050495	ENSG00000207170	snRNA	RNU6-1215P
27022	8050495	ENSG00000185013	protein_coding	NT5C1B
27237	8050497	ENSG00000143867	protein_coding	OSR1
26900	8050503	ENSG00000183891	protein_coding	TTC32
26942	8050507	ENSG00000118965	protein_coding	WDR35
27041	8050537	ENSG00000132031	protein_coding	MATN3
27063	8050548	ENSG00000068697	protein_coding	LAPTM4A
27246	8050557	ENSG00000115884	protein_coding	SDC1
27449	8050565	ENSG00000055917	protein_coding	PUM2
27498	8050591	ENSG00000279307	processed_pseudogene	NDUFAF2P1
28521	8050591	ENSG00000164182	protein_coding	NDUFAF2
27500	8050594	ENSG00000118960	protein_coding	HS1BP3
27519	8050608	ENSG00000118961	protein_coding	LDAH
27543	8050619	ENSG00000084674	protein_coding	APOB
25861	8050656	ENSG00000206882	rRNA_pseudogene	RNA5SP87
28716	8050658	ENSG00000119778	protein_coding	ATAD2B
26324	8050687	ENSG00000243847	misc_RNA	RN7SL610P
28728	8050689	ENSG00000163026	protein_coding	WDCP
28762	8050695	ENSG00000115128	protein_coding	SF3B6
28773	8050695	ENSG00000115129	protein_coding	TP53I3
28772	8050702	ENSG00000115129	protein_coding	TP53I3
28781	8050713	ENSG00000176732	protein_coding	PFN4
28865	8050719	ENSG00000198399	protein_coding	ITSN2
25741	8050761	ENSG00000202430	rRNA_pseudogene	RNA5SP88
28994	8050763	ENSG00000184924	protein_coding	PTRHD1
28991	8050766	ENSG00000138031	protein_coding	ADCY3
29023	8050790	ENSG00000115137	protein_coding	DNAJC27
25987	8050801	ENSG00000202479	snoRNA	AC013267.1
25924	8050803	ENSG00000207069	misc_RNA	AC013267.2
29151	8050805	ENSG00000115138	protein_coding	POMC
26462	8050813	ENSG00000119772	protein_coding	DNMT3A
26477	8050844	ENSG00000235072	lncRNA	ARNILA
29514	8050846	ENSG00000138101	protein_coding	DTNB
29515	8050869	ENSG00000138101	protein_coding	DTNB
25632	8050873	ENSG00000201160	misc_RNA	AC010150.1
29931	8050875	ENSG00000143970	protein_coding	ASXL2
29977	8050894	ENSG00000084731	protein_coding	KIF3C
30084	8050906	ENSG00000268412	processed_pseudogene	TRMT112P6
30369	8050908	ENSG00000084754	protein_coding	HADHA
30773	8050924	ENSG00000173567	protein_coding	ADGRF3
31189	8050942	ENSG00000115155	protein_coding	OTOF
31305	8050993	ENSG00000157884	protein_coding	CIB4
29852	8051001	ENSG00000138028	protein_coding	CGREF1
30048	8051012	ENSG00000138073	protein_coding	PREB
30233	8051012	ENSG00000186143	protein_coding	PRR30
30232	8051024	ENSG00000186143	protein_coding	PRR30
30409	8051030	ENSG00000138074	protein_coding	SLC5A6
31057	8051050	ENSG00000115194	protein_coding	SLC30A3
29408	8051061	ENSG00000163794	protein_coding	UCN
29638	8051061	ENSG00000115204	protein_coding	MPV17
29639	8051066	ENSG00000115204	protein_coding	MPV17
29851	8051075	ENSG00000115207	protein_coding	GTF3C2
29828	8051097	ENSG00000115211	protein_coding	EIF2B4
30391	8051113	ENSG00000163795	protein_coding	ZNF513
30458	8051113	ENSG00000115241	protein_coding	PPM1G
30457	8051119	ENSG00000115241	protein_coding	PPM1G
30456	8051133	ENSG00000213453	processed_pseudogene	FTH1P3
30742	8051135	ENSG00000138002	protein_coding	IFT172
26054	8051185	ENSG00000200003	snRNA	RNU6-986P
27332	8051187	ENSG00000115226	protein_coding	FNDC4
27493	8051197	ENSG00000176714	protein_coding	CCDC121
26017	8051202	ENSG00000206731	snoRNA	AC074091.1
27476	8051204	ENSG00000119760	protein_coding	SUPT7L
27975	8051215	ENSG00000171174	protein_coding	RBKS
28672	8051226	ENSG00000171103	protein_coding	TRMT61B
25849	8051234	ENSG00000222224	misc_RNA	AC097720.1
25569	8051236	ENSG00000200283	misc_RNA	AC105398.1
28939	8051238	ENSG00000179270	protein_coding	PCARE
27198	8051241	ENSG00000171094	protein_coding	ALK
25720	8051273	ENSG00000242699	misc_RNA	RN7SL516P
27489	8051275	ENSG00000162949	protein_coding	CAPN13
27591	8051298	ENSG00000158089	protein_coding	GALNT14
27723	8051319	ENSG00000214711	protein_coding	CAPN14
27880	8051322	ENSG00000158125	protein_coding	XDH
27915	8051361	ENSG00000277893	protein_coding	SRD5A2
27920	8051370	ENSG00000242272	processed_pseudogene	AK2P2
27921	8051370	ENSG00000237007	processed_pseudogene	KRT18P52
27958	8051372	ENSG00000162959	protein_coding	MEMO1
27976	8051372	ENSG00000162961	protein_coding	DPY30
29877	8051372	ENSG00000226054	processed_pseudogene	MEMO1P1
27978	8051387	ENSG00000162961	protein_coding	DPY30
26290	8051394	ENSG00000201113	snRNA	RNU6-647P
26569	8051396	ENSG00000091106	protein_coding	NLRC4
25564	8051409	ENSG00000206951	misc_RNA	AL133244.1
26227	8051411	ENSG00000212204	rRNA_pseudogene	RNA5SP91
27311	8051413	ENSG00000119812	protein_coding	FAM98A
27331	8051422	ENSG00000239649	transcribed_processed_pseudogene	MYADML
27421	8051427	ENSG00000171055	protein_coding	FEZ2
27823	8051443	ENSG00000115808	protein_coding	STRN
26022	8051462	ENSG00000252756	snRNA	RNU6-577P
27824	8051462	ENSG00000115808	protein_coding	STRN
27894	8051464	ENSG00000008869	protein_coding	HEATR5B
28048	8051501	ENSG00000055332	protein_coding	EIF2AK2
28144	8051520	ENSG00000138068	protein_coding	SULT6B1
28149	8051528	ENSG00000115816	protein_coding	CEBPZ
28225	8051547	ENSG00000115825	protein_coding	PRKD3
26354	8051569	ENSG00000207364	snRNA	RNU6-939P
25735	8051571	ENSG00000253078	snRNA	RNU6-1116P
28382	8051573	ENSG00000163171	protein_coding	CDC42EP3
28463	8051583	ENSG00000138061	protein_coding	CYP1B1
29480	8051589	ENSG00000119787	protein_coding	ATL2
30091	8051605	ENSG00000143889	protein_coding	HNRNPLL
30302	8051622	ENSG00000115875	protein_coding	SRSF7
30752	8051637	ENSG00000163214	protein_coding	DHX57
25855	8051666	ENSG00000207295	snRNA	RNU6-851P
30787	8051668	ENSG00000269210	lncRNA	AC019171.1
30820	8051670	ENSG00000115904	protein_coding	SOS1
30958	8051696	ENSG00000205111	protein_coding	CDKL4
31113	8051707	ENSG00000011566	protein_coding	MAP4K3
31469	8051746	ENSG00000138050	protein_coding	THUMPD2
31528	8051762	ENSG00000183023	protein_coding	SLC8A1
29271	8051773	ENSG00000236533	processed_pseudogene	RPS12P4
26322	8051775	ENSG00000207218	misc_RNA	AC009413.1
27052	8051777	ENSG00000115944	protein_coding	COX7A2L
27090	8051785	ENSG00000171126	protein_coding	KCNG3
27522	8051793	ENSG00000162881	protein_coding	OXER1
27524	8051793	ENSG00000162882	protein_coding	HAAO
27523	8051799	ENSG00000162882	protein_coding	HAAO
25887	8051812	ENSG00000207087	snRNA	RNU6-242P
27643	8051812	ENSG00000230587	lncRNA	LINC02580
27646	8051814	ENSG00000152518	protein_coding	ZFP36L2
27655	8051820	ENSG00000115970	protein_coding	THADA
25891	8051862	ENSG00000207411	misc_RNA	AC108222.1
28176	8051864	ENSG00000223658	protein_coding	C1GALT1C1L
28177	8051864	ENSG00000229695	processed_pseudogene	AC011242.1
28387	8051866	ENSG00000138075	protein_coding	ABCG5
28453	8051882	ENSG00000138095	protein_coding	LRPPRC
26386	8051924	ENSG00000252599	snRNA	RNU6-566P
28532	8051928	ENSG00000138078	protein_coding	PREPL
29148	8051949	ENSG00000170577	protein_coding	SIX2
29400	8051949	ENSG00000231156	lncRNA	AC093702.1
29402	8051956	ENSG00000205054	lncRNA	LINC01121
29543	8051963	ENSG00000068784	protein_coding	SRBD1
25895	8051985	ENSG00000239396	misc_RNA	RN7SL414P
25602	8051987	ENSG00000241791	misc_RNA	RN7SL817P
29806	8051989	ENSG00000250565	protein_coding	ATP6V1E2
29808	8051993	ENSG00000151665	protein_coding	PIGF
30077	8051998	ENSG00000180398	protein_coding	MCFD2
30119	8052004	ENSG00000239605	protein_coding	STPG4
30120	8052004	ENSG00000273269	protein_coding	AC073283.3
30123	8052010	ENSG00000143933	protein_coding	CALM2
25581	8052016	ENSG00000222685	misc_RNA	RN7SKP119
31000	8052018	ENSG00000184261	protein_coding	KCNK12
31347	8052022	ENSG00000230979	processed_pseudogene	AC079250.1
31452	8052024	ENSG00000138081	protein_coding	FBXO11
25915	8052054	ENSG00000251889	snRNA	RNU4-49P
26353	8052056	ENSG00000202227	snRNA	RNU6-282P
29277	8052058	ENSG00000279956	protein_coding	AC073082.1
29299	8052058	ENSG00000138039	protein_coding	LHCGR
26921	8052072	ENSG00000170820	protein_coding	FSHR
25721	8052087	ENSG00000206915	snRNA	RNU6-439P
26131	8052089	ENSG00000212580	snoRNA	AC078994.1
27468	8052091	ENSG00000179915	protein_coding	NRXN1
25548	8052121	ENSG00000251942	scaRNA	AC069157.2
25762	8052123	ENSG00000207456	snRNA	RNU6-997P
29710	8052125	ENSG00000115239	protein_coding	ASB3
29728	8052143	ENSG00000119737	protein_coding	GPR75
30046	8052149	ENSG00000068878	protein_coding	PSME4
30040	8052200	ENSG00000178021	protein_coding	TSPYL6
30984	8052204	ENSG00000115310	protein_coding	RTN4
26169	8052231	ENSG00000200086	snRNA	RNU6-433P
31170	8052233	ENSG00000162994	protein_coding	CLHC1
27175	8052250	ENSG00000085760	protein_coding	MTIF2
27326	8052269	ENSG00000115355	protein_coding	CCDC88A
25870	8052303	ENSG00000238619	snRNA	RNU6-775P
26409	8052303	ENSG00000238493	snRNA	RNU6-221P
26410	8052305	ENSG00000238493	snRNA	RNU6-221P
27950	8052307	ENSG00000275052	protein_coding	PPP4R3B
28004	8052331	ENSG00000138035	protein_coding	PNPT1
28315	8052355	ENSG00000115380	protein_coding	EFEMP1
25946	8052370	ENSG00000202344	misc_RNA	RN7SKP208
26339	8052372	ENSG00000207548	miRNA	MIR217
26345	8052372	ENSG00000207798	miRNA	MIR216A
26344	8052374	ENSG00000207798	miRNA	MIR216A
28362	8052376	ENSG00000233251	lncRNA	AC007743.1
25630	8052380	ENSG00000199395	rRNA_pseudogene	RNA5SP93
28561	8052382	ENSG00000115392	protein_coding	FANCL
29603	8052399	ENSG00000119866	protein_coding	BCL11A
29792	8052413	ENSG00000271707	processed_pseudogene	ATP1B3P1
26110	8052416	ENSG00000241524	misc_RNA	RN7SL632P
30355	8052418	ENSG00000162927	protein_coding	PUS10
30564	8052438	ENSG00000212978	lncRNA	AC016747.1
30786	8052443	ENSG00000115464	protein_coding	USP34
25793	8052524	ENSG00000206937	snoRNA	SNORA70B
30785	8052524	ENSG00000234624	processed_pseudogene	AC016894.1
29334	8052526	ENSG00000082898	protein_coding	XPO1
27073	8052554	ENSG00000170264	protein_coding	FAM161A
27187	8052562	ENSG00000115484	protein_coding	CCT4
25683	8052581	ENSG00000278523	misc_RNA	AC107081.4
26040	8052583	ENSG00000239958	misc_RNA	RN7SL51P
29463	8052585	ENSG00000186889	protein_coding	TMEM17
29464	8052585	ENSG00000233702	processed_pseudogene	AC107083.1
26241	8052592	ENSG00000252436	misc_RNA	AC092567.2
30122	8052594	ENSG00000143951	protein_coding	WDPCP
30134	8052594	ENSG00000242412	transcribed_processed_pseudogene	DBIL5P2
30121	8052598	ENSG00000143951	protein_coding	WDPCP
30150	8052622	ENSG00000228305	processed_pseudogene	AC016734.1
31341	8052626	ENSG00000143952	protein_coding	VPS54
31351	8052654	ENSG00000197329	protein_coding	PELI1
31520	8052667	ENSG00000236148	processed_pseudogene	RPL23AP37
29251	8052669	ENSG00000179833	protein_coding	SERTAD2
25839	8052674	ENSG00000199964	misc_RNA	AC007880.1
26079	8052676	ENSG00000244534	misc_RNA	RN7SL211P
27162	8052680	ENSG00000138069	protein_coding	RAB1A
27225	8052689	ENSG00000198369	protein_coding	SPRED2
25925	8052696	ENSG00000243029	misc_RNA	RN7SL635P
27836	8052698	ENSG00000197223	protein_coding	C1D
30559	8052698	ENSG00000231245	processed_pseudogene	C1DP1
27939	8052703	ENSG00000243667	protein_coding	WDR92
27954	8052703	ENSG00000273398	protein_coding	AC017083.3
27953	8052719	ENSG00000273398	protein_coding	AC017083.3
27946	8052721	ENSG00000221823	protein_coding	PPP3R1
27955	8052731	ENSG00000273398	protein_coding	AC017083.3
27952	8052733	ENSG00000273398	protein_coding	AC017083.3
28012	8052735	ENSG00000119865	protein_coding	CNRIP1
28069	8052742	ENSG00000204923	protein_coding	FBXO48
28272	8052747	ENSG00000163217	protein_coding	BMP10
28290	8052753	ENSG00000183607	protein_coding	GKN2
29535	8052762	ENSG00000198380	protein_coding	GFPT1
29928	8052784	ENSG00000169599	protein_coding	NFU1
30319	8052798	ENSG00000115977	protein_coding	AAK1
30320	8052803	ENSG00000115977	protein_coding	AAK1
25770	8052826	ENSG00000207016	snoRNA	SNORA36C
30911	8052828	ENSG00000244617	protein_coding	ASPRV1
30912	8052828	ENSG00000179818	lncRNA	PCBP1-AS1
31288	8052834	ENSG00000115998	protein_coding	C2orf42
31273	8052845	ENSG00000116001	protein_coding	TIA1
27191	8052861	ENSG00000143977	protein_coding	SNRPG
27245	8052861	ENSG00000035141	protein_coding	FAM136A
27244	8052866	ENSG00000035141	protein_coding	FAM136A
27469	8052872	ENSG00000163235	protein_coding	TGFA
27636	8052882	ENSG00000075340	protein_coding	ADD2
27750	8052902	ENSG00000183733	protein_coding	FIGLA
27752	8052908	ENSG00000152672	protein_coding	CLEC4F
27765	8052916	ENSG00000116031	protein_coding	CD207
27808	8052925	ENSG00000258881	protein_coding	AC007040.2
27829	8052925	ENSG00000144043	protein_coding	TEX261
29657	8052934	ENSG00000124370	protein_coding	MCEE
29748	8052940	ENSG00000124374	protein_coding	PAIP2B
25788	8052945	ENSG00000200779	snRNA	RNU6-105P
28802	8052947	ENSG00000003137	protein_coding	CYP26B1
29150	8052956	ENSG00000144036	protein_coding	EXOC6B
29473	8052979	ENSG00000144040	protein_coding	SFXN5
29498	8052994	ENSG00000135631	protein_coding	RAB11FIP5
29795	8053004	ENSG00000135617	protein_coding	PRADC1
30039	8053009	ENSG00000163013	protein_coding	FBXO41
30131	8053022	ENSG00000135625	protein_coding	EGR4
30354	8053025	ENSG00000144035	protein_coding	NAT8
30358	8053030	ENSG00000204872	polymorphic_pseudogene	NAT8B
30430	8053036	ENSG00000144034	protein_coding	TPRKB
30548	8053046	ENSG00000144048	protein_coding	DUSP11
25978	8053057	ENSG00000199525	rRNA_pseudogene	RNA5SP295
26311	8053057	ENSG00000201876	rRNA_pseudogene	RNA5SP97
31124	8053059	ENSG00000163170	protein_coding	BOLA3
31290	8053064	ENSG00000114978	protein_coding	MOB1A
29442	8053073	ENSG00000264324	protein_coding	AC006030.1
29445	8053073	ENSG00000188687	protein_coding	SLC4A5
29485	8053107	ENSG00000204843	protein_coding	DCTN1
29431	8053139	ENSG00000159239	protein_coding	AC005041.1
29437	8053139	ENSG00000233155	processed_pseudogene	HMGA1P8
29439	8053139	ENSG00000284308	protein_coding	C2orf81
30921	8053142	ENSG00000114993	protein_coding	RTKN
31222	8053158	ENSG00000115275	protein_coding	MOGS
31213	8053165	ENSG00000204822	protein_coding	MRPL53
31228	8053165	ENSG00000135637	protein_coding	CCDC142
31229	8053171	ENSG00000135637	protein_coding	CCDC142
30925	8053183	ENSG00000179528	protein_coding	LBX2
30929	8053183	ENSG00000115289	protein_coding	PCGF1
30928	8053187	ENSG00000115289	protein_coding	PCGF1
31100	8053200	ENSG00000144045	protein_coding	DQX1
31172	8053200	ENSG00000115307	protein_coding	AUP1
31154	8053214	ENSG00000115318	protein_coding	LOXL3
31171	8053214	ENSG00000115307	protein_coding	AUP1
31153	8053231	ENSG00000115318	protein_coding	LOXL3
31436	8053248	ENSG00000159374	protein_coding	M1AP
26675	8053266	ENSG00000115353	protein_coding	TACR1
26722	8053278	ENSG00000115363	protein_coding	EVA1A
26798	8053288	ENSG00000005436	protein_coding	GCFC2
25659	8053311	ENSG00000200488	misc_RNA	RN7SKP203
26265	8053313	ENSG00000251947	misc_RNA	RN7SKP164
27089	8053315	ENSG00000176204	protein_coding	LRRTM4
27349	8053330	ENSG00000172023	protein_coding	REG1B
27428	8053337	ENSG00000204787	transcribed_unprocessed_pseudogene	REG1CP
27484	8053341	ENSG00000172016	protein_coding	REG3A
26058	8053347	ENSG00000252031	snRNA	RNU6-561P
27482	8053349	ENSG00000162951	protein_coding	LRRTM1
26116	8053360	ENSG00000201311	misc_RNA	AC105761.1
27834	8053362	ENSG00000224695	processed_pseudogene	MTND6P7
27973	8053366	ENSG00000163541	protein_coding	SUCLG1
28076	8053379	ENSG00000186854	protein_coding	TRABD2A
28190	8053386	ENSG00000225787	processed_pseudogene	LSM3P3
28218	8053388	ENSG00000152291	protein_coding	TGOLN2
25911	8053404	ENSG00000239143	misc_RNA	AC093162.2
28311	8053406	ENSG00000042445	protein_coding	RETSAT
30112	8053417	ENSG00000042493	protein_coding	CAPG
26298	8053427	ENSG00000199936	misc_RNA	AC016753.1
30571	8053429	ENSG00000115486	protein_coding	GGCX
25820	8053447	ENSG00000276281	misc_RNA	RN7SL126P
27402	8053449	ENSG00000168890	protein_coding	TMEM150A
27434	8053458	ENSG00000168887	protein_coding	C2orf68
28189	8053467	ENSG00000168878	protein_coding	SFTPB
25956	8053480	ENSG00000199687	snRNA	RNU1-38P
25622	8053482	ENSG00000252321	misc_RNA	RN7SKP83
28700	8053484	ENSG00000115525	protein_coding	ST3GAL5
28938	8053496	ENSG00000068654	protein_coding	POLR1A
29835	8053533	ENSG00000132305	protein_coding	IMMT
26249	8053549	ENSG00000200241	misc_RNA	AC009309.1
30194	8053551	ENSG00000068615	protein_coding	REEP1
26070	8053560	ENSG00000202537	snoRNA	AC009408.1
30780	8053562	ENSG00000249884	protein_coding	RNF103-CHMP3
30781	8053562	ENSG00000115561	protein_coding	CHMP3
25681	8053574	ENSG00000200563	snRNA	RNU6-640P
30778	8053576	ENSG00000239305	protein_coding	RNF103
30926	8053584	ENSG00000153563	protein_coding	CD8A
30953	8053594	ENSG00000172116	protein_coding	CD8B
29261	8053599	ENSG00000225428	processed_pseudogene	NDUFB4P7
29262	8053599	ENSG00000233205	processed_pseudogene	WBP1P2
30951	8053599	ENSG00000231351	processed_pseudogene	WBP1P1
30965	8053599	ENSG00000226114	processed_pseudogene	NDUFB4P5
31081	8053599	ENSG00000274049	protein_coding	INO80B-WBP1
31082	8053599	ENSG00000115274	protein_coding	INO80B
31089	8053599	ENSG00000239779	protein_coding	WBP1
29300	8053602	ENSG00000122194	protein_coding	PLG
30959	8053602	ENSG00000183281	protein_coding	PLGLB1
31155	8053602	ENSG00000125551	protein_coding	PLGLB2
28955	8053610	ENSG00000153107	protein_coding	ANAPC1
31056	8053610	ENSG00000285793	lncRNA	AC125232.1
31058	8053610	ENSG00000231259	unprocessed_pseudogene	ANAPC1P2
31161	8053610	ENSG00000234231	transcribed_unprocessed_pseudogene	ANAPC1P4
31168	8053610	ENSG00000284879	lncRNA	AC133644.2
28167	8053622	ENSG00000153165	protein_coding	RGPD3
28265	8053622	ENSG00000196862	protein_coding	RGPD4
30968	8053622	ENSG00000187627	protein_coding	RGPD1
31164	8053622	ENSG00000185304	protein_coding	RGPD2
25995	8053646	ENSG00000222724	snRNA	RNU2-63P
29270	8053648	ENSG00000172086	protein_coding	KRCC1
26727	8053654	ENSG00000163586	protein_coding	FABP1
26224	8053664	ENSG00000212133	snRNA	RNU6-1168P
25799	8053666	ENSG00000252395	snRNA	RNU6-1007P
26780	8053668	ENSG00000172071	protein_coding	EIF2AK3
27548	8053710	ENSG00000197794	IG_V_pseudogene	IGKV7-3
27550	8053713	ENSG00000253435	IG_V_pseudogene	IGKV2-4
27579	8053713	ENSG00000253278	IG_V_pseudogene	IGKV2-10
27656	8053713	ENSG00000244116	IG_V_gene	IGKV2-28
27657	8053713	ENSG00000243238	IG_V_gene	IGKV2-30
27658	8053713	ENSG00000253998	IG_V_pseudogene	IGKV2-29
27685	8053713	ENSG00000251039	IG_V_gene	IGKV2D-40
27699	8053713	ENSG00000239571	IG_V_gene	IGKV2D-30
27700	8053713	ENSG00000243264	IG_V_gene	IGKV2D-29
27701	8053713	ENSG00000242534	IG_V_gene	IGKV2D-28
27844	8053713	ENSG00000253906	IG_V_pseudogene	IGKV2D-10
30223	8053713	ENSG00000253691	IG_V_pseudogene	IGKV2OR22-4
31555	8053713	ENSG00000282448	IG_V_pseudogene	IGKV2-4
31556	8053713	ENSG00000282248	IG_V_pseudogene	IGKV2-10
31558	8053713	ENSG00000282025	IG_V_gene	IGKV2-28
31559	8053713	ENSG00000282635	IG_V_pseudogene	IGKV2-29
31560	8053713	ENSG00000281933	IG_V_gene	IGKV2-30
27605	8053715	ENSG00000254157	IG_V_pseudogene	IGKV2-18
27773	8053715	ENSG00000254220	IG_V_pseudogene	IGKV2D-18
31557	8053715	ENSG00000282200	IG_V_pseudogene	IGKV2-18
27670	8053718	ENSG00000273962	IG_V_gene	IGKV2-40
27684	8053718	ENSG00000251039	IG_V_gene	IGKV2D-40
31561	8053718	ENSG00000282182	IG_V_gene	IGKV2-40
27675	8053722	ENSG00000283196	transcribed_unprocessed_pseudogene	AC006453.3
27850	8053722	ENSG00000143429	transcribed_unprocessed_pseudogene	LSP1P4
27853	8053725	ENSG00000184303	processed_pseudogene	DRD5P1
27864	8053725	ENSG00000230572	transcribed_unprocessed_pseudogene	AC027612.2
29909	8053725	ENSG00000264145	processed_pseudogene	AC239859.3
30178	8053725	ENSG00000175658	processed_pseudogene	DRD5P2
30180	8053725	ENSG00000276756	transcribed_unprocessed_pseudogene	AC245595.1
31160	8053725	ENSG00000169676	protein_coding	DRD5
27852	8053728	ENSG00000184303	processed_pseudogene	DRD5P1
